"id","word","pinyin","pinyinwt","part","meaning","example","audio","level","lesson","isFavorite"
"237","弟弟","dìdi","didi","исм","додар","在我们家，我最大，我下面还有两个～。","audio_files/弟弟.mp3","H2","12","0"
"238","第一","dì-yī","di-yi","шумора","якум","这是我～次见到他。","audio_files/第一.mp3","H2","9","0"
"239","懂","dǒng","dong","феъл","фаҳмидан","你的意思我～了。","audio_files/懂.mp3","H2","9","0"
"240","对","duì","dui","сифат","дуруст, рост","你是～的，我错了。","audio_files/对.mp3","H2","5","0"
"241","对","duì","dui","пешоянд","ба","孩子～妈妈说：“妈妈，我爱你。”","audio_files/对.mp3","H2","5","0"
"242","房间","fángjiān","fangjian","исм","ҳуҷра","我们两个人住一个～。","audio_files/房间.mp3","H2","3","0"
"243","非常","fēicháng","feichang","зарф","бисёр, хеле","奶奶～喜欢我们送的礼物。","audio_files/非常.mp3","H2","4","0"
"244","服务员","fúwùyuán","fuwuyuan","исм","пешхизмат","我在饭馆做～。","audio_files/服务员.mp3","H2","8","0"
"245","高","gāo","gao","сифат","баланд","我比爸爸还～。","audio_files/高.mp3","H2","2","0"
"246","告诉","gàosu","gaosu","феъл","гуфтан, гап задан","你能～我学校怎么走吗？","audio_files/告诉.mp3","H2","8","0"
"247","哥哥","gēge","gege","исм","бародар","我～比我大三岁。","audio_files/哥哥.mp3","H2","10","0"
"248","给","gěi","gei","феъл","додан","请把这本书～他。","audio_files/给.mp3","H2","4","0"
"249","给","gěi","gei","пешоянд","барои","这是～你买的。","audio_files/给.mp3","H2","4","0"
"250","公共汽车","gōnggòngqìchē","gonggongqiche","исм","автобус","坐～去，要 20 分钟。","audio_files/公共汽车.mp3","H2","7","0"
"251","公司","gōngsī","gongsi","исм","ширкат","我在一个～上班。","audio_files/公司.mp3","H2","7","0"
"252","贵","guì","gui","сифат","қиммат","这块手表很～。","audio_files/贵.mp3","H2","8","0"
"253","过","guo","guo","калимаи ёридиҳандаи таркибӣ","баъд аз феъл омада, кори аллакай ба вуқӯъ омадаро ифода менамояд.","我没看～这本书。","audio_files/过.mp3","-","-","0"
"254","还","hái","hai","зарф","ҳоло ҳам, боз ҳам","他～没来呢。","audio_files/还.mp3","H2","5","0"
"255","还","hái","hai","зарф","боз, ҳам","除了不吃肉，我～不吃鸡蛋。","audio_files/还.mp3","H2","5","0"
"256","孩子","háizi","haizi","исм","фарзанд","我有三个～。","audio_files/孩子.mp3","H2","11","0"
"257","孩子","háizi","haizi","исм","духтар, писар","我们这里女～比男～多。","audio_files/孩子.mp3","H2","11","0"
"258","好吃","hǎochī","haochi","-","болаззат, бомазза","您做的米饭真～。","audio_files/好吃.mp3","H2","6","0"
"259","黑","hēi","hei","сифат","сиёҳ","我不喜欢～颜色的衣服。","audio_files/黑.mp3","H2","8","0"
"260","红","hóng","hong","сифат","сурх","我的自行车是～色的。","audio_files/红.mp3","H2","3","0"
"261","回答","huídá","huida","феъл","ҷавоб додан","我能～这个问题。","audio_files/回答.mp3","-","-","0"
"262","回答","huídá","huida","исм","ҷавоб","你的～不能让人满意。","audio_files/回答.mp3","-","-","0"
"263","火车站","huǒchēzhàn","huochezhan","исм","истгоҳи роҳи оҳан","我下午 3 点去～。","audio_files/火车站.mp3","H2","15","0"
"264","机场","jīchǎng","jichang","исм","фурӯдгоҳ","我在～工作了三年了。","audio_files/机场.mp3","H2","7","0"
"265","鸡蛋","jīdàn","jidan","исм","тухм","我每天早上都要吃个～。","audio_files/鸡蛋.mp3","H2","10","0"
"266","件","jiàn","jian","воҳиди ченак (барои исм)","барои либос ва ё кору фаъолият","这～衣服颜色非常好看。","audio_files/件.mp3","H2","5","0"
"267","教室","jiàoshì","jiaoshi","исм","синфхона","请大家都到～去上课。","audio_files/教室.mp3","H2","7","0"
"268","姐姐","jiějie","jiejie","исм","апа,хоҳари калонӣ","我有两个～。","audio_files/姐姐.mp3","H2","6","0"
"269","介绍","jièshào","jieshao","феъл","шинос кардан, муарифӣ","我来～一下我的朋友。","audio_files/介绍.mp3","H2","4","0"
"270","介绍","jièshào","jieshao","исм","шинос","我在报纸上看到了这个电影的～。","audio_files/介绍.mp3","H2","4","0"
"271","进","jìn","jin","феъл","даромадан, ворид шудан","我马上要～机场了。","audio_files/进.mp3","H2","12","0"
"272","近","jìn","jin","сифат","наздик, қариб","我们家离公司很～。","audio_files/近.mp3","H2","12","0"
"273","近","jìn","jin","сифат","наздик","我跟小王的关系很～。","audio_files/近.mp3","H2","12","0"
"274","就","jiù","jiu","зарф","изҳори қатъӣ","我～知道他会来的。","audio_files/就.mp3","H2","5","0"
"275","就","jiù","jiu","зарф","даррав, фавран, ҳамон соат","我一到家～给他打电话。","audio_files/就.mp3","H2","5","0"
"276","觉得","juéde","juede","феъл","ҳис кардан, ба назар омадан","你～这本书怎么样？","audio_files/觉得.mp3","H2","1","0"
"277","咖啡","kāfēi","kafei","исм","кофе, каҳва","您想喝～，还是茶？","audio_files/咖啡.mp3","H2","5","0"
"278","开始","kāishǐ","kaishi","феъл","шурӯъ кардан, сар кардан, оғоз кардан","我们从第十课～学习。","audio_files/开始.mp3","H2","4","0"
"279","开始","kāishǐ","kaishi","исм","дар аввал, сар аввал","（学汉字）～可能会觉得有点难。","audio_files/开始.mp3","H2","4","0"
"280","考试","kǎoshì","kaoshi","исм","имтиҳон","为了准备～，他每天都学习到很晚。","audio_files/考试.mp3","H2","5","0"
"281","可能","kěnéng","keneng","феъли ёридиҳанда","мумкин, шояд, эҳтимол","我～不能去上班了。","audio_files/可能.mp3","H2","11","0"
"282","可能","kěnéng","keneng","сифат","мумкин","这件事，完全是～的。","audio_files/可能.mp3","H2","11","0"
"283","可以","kěyǐ","keyi","феъли ёридиҳанда","мумкин будан, имконият доштан, иҷ озат","你～开我的车去上班。","audio_files/可以.mp3","H2","5","0"
"284","可以","kěyǐ","keyi","сифат","мешавад","这个菜做得还～。","audio_files/可以.mp3","H2","5","0"
"285","课","kè","ke","исм","дарс","现在，我们上～。","audio_files/课.mp3","H2","10","0"
"286","快","kuài","kuai","сифат","тез, чолок","他跑得真～。","audio_files/快.mp3","H2","7","0"
"287","快","kuài","kuai","зарф","қариб","7 点 50 了，～上课了","audio_files/快.mp3","H2","7","0"
"288","快乐","kuàilè","kuaile","сифат","шодӣ, хурсандӣ, шодмонӣ","祝你生日～！","audio_files/快乐.mp3","H2","4","0"
"289","快乐","kuàilè","kuaile","исм","хушбахтӣ","女儿给我的生活带来很多～。","audio_files/快乐.mp3","H2","4","0"
"290","累","lèi","lei","сифат","монда, хаста","我～了，想休息。","audio_files/累.mp3","-","-","0"
"291","离","lí","li","пешоянд","аз","我家～学校很近。","audio_files/离.mp3","H2","7","0"
"292","两","liǎng","liang","шумора","ду","苹果～块钱一斤。","audio_files/两.mp3","H2","4","0"
"293","零","líng","ling","шумора","сифр","今年是二～一二年。","audio_files/零.mp3","H2","12","0"
"294","路","lù","lu","исм","роҳ","我每天走～去上学。","audio_files/路.mp3","H2","7","0"
"295","路","lù","lu","воҳиди ченак (барои исм)","рақами автобус","我们可以坐 10～公共汽车去。","audio_files/路.mp3","H2","7","0"
"296","旅游","lǚyóu","lvyou","феъл","саёҳат","我们开车去～。","audio_files/旅游.mp3","H2","1","0"
"297","卖","mài","mai","феъл","фурӯхтан","这个商店～的东西比较便宜。","audio_files/卖.mp3","-","-","0"
"298","慢","màn","man","сифат","суст, заиф, оҳиста","我们走得很～。","audio_files/慢.mp3","H2","7","0"
"299","忙","máng","mang","сифат","банд","这个星期，我很～。","audio_files/忙.mp3","H2","2","0"
"300","忙","máng","mang","феъл","банд будан","你在～什么呢？","audio_files/忙.mp3","H2","2","0"
"301","每","měi","mei","ҷонишин","ҳар","你～天都看报纸吗？","audio_files/每.mp3","H2","2","0"
"302","妹妹","mèimei","meimei","исм","хоҳар","我有两个～。","audio_files/妹妹.mp3","H2","15","0"
"303","门","mén","men","исм","дар","我在～外等你。","audio_files/门.mp3","H2","6","0"
"304","门","mén","men","воҳиди ченак (барои исм)","барои дарс","今年我有五～课。","audio_files/门.mp3","H2","6","0"
"305","面条","miàntiáo","miantiao","исм","угро, тӯппа","服务员，我要一碗～。","audio_files/面条.mp3","H2","6","0"
"306","男","nán","nan","исм","мард","我不认识那个～人。","audio_files/男.mp3","H2","11","0"
"307","您","nín","nin","ҷонишин","шумо (барои эҳтиром)","老师，～好！","audio_files/您.mp3","H1","1","0"
"308","牛奶","niúnǎi","niunai","исм","шир","睡觉前喝杯～吧。","audio_files/牛奶.mp3","H2","3","0"
"309","女","nǚ","nv","исм","зан","那个～人你认识吗？","audio_files/女.mp3","H2","11","0"
"310","旁边","pángbiān","pangbian","исм","паҳлӯ","爸爸在我～。","audio_files/旁边.mp3","H2","3","0"
"311","跑步","pǎobù","paobu","феъл","давидан","我每天早上都～。","audio_files/跑步.mp3","H2","2","0"
"312","便宜","piányi","pianyi","сифат","арзон","苹果很～，我们买点儿吧。","audio_files/便宜.mp3","H2","11","0"
"313","票","piào","piao","исм","чипта","我要去火车站买车～。","audio_files/票.mp3","H2","15","0"
"314","妻子","qīzi","qizi","исм","ҳамсар","我～上班去了。","audio_files/妻子.mp3","H2","12","0"
"315","起床","qǐchuáng","qichuang","феъл","аз хоб бархестан","我早上七点～。","audio_files/起床.mp3","H2","2","0"
"316","千","qiān","qian","шумора","ҳазор","这个手机一～元。","audio_files/千.mp3","H2","3","0"
"317","铅笔","qiānbǐ","qianbi","исм","қалам","你看见我的～了吗？","audio_files/铅笔.mp3","H2","13","0"
"318","晴","qíng","qing","сифат","соф","今天是～天。","audio_files/晴.mp3","H2","14","0"
"319","去年","qùnián","qunian","исм","соли гузашта, порсол","我是～8 月来北京的。","audio_files/去年.mp3","H2","11","0"
"320","让","ràng","rang","феъл","пешниҳод кардан, таклиф кардан","他爸爸不～他来。","audio_files/让.mp3","H2","8","0"
"321","让","ràng","rang","феъл","додан, бахшидан, ба ихтиёр гузоштан","他把座位～给了一位老人。","audio_files/让.mp3","H2","8","0"
"322","日","rì","ri","исм","рӯз","今天是 2012 年 2 月 26～。","audio_files/日.mp3","H2","15","0"
"323","上班","shàngbān","shangban","феъл","ба кор шурӯъ кардан","我七点半去～。","audio_files/上班.mp3","H2","9","0"
"324","身体","shēntǐ","shenti","исм","саломатӣ","今天我的～不太舒服。","audio_files/身体.mp3","H2","2","0"
"325","生病","shēngbìng","shengbing","феъл","бемор шудан, нотоб шудан","我～了，不能去上班了。","audio_files/生病.mp3","H2","2","0"
"326","生日","shēngrì","shengri","исм","рӯзи таваллуд","祝你～快乐！","audio_files/生日.mp3","H2","4","0"
"327","时间","shíjiān","shijian","исм","вақт","我没～去北京。","audio_files/时间.mp3","H2","2","0"
"328","事情","shìqing","shiqing","исм","кор, масъала","你下午有什么～吗？","audio_files/事情.mp3","H2","8","0"
"329","手表","shǒubiǎo","shoubiao","исм","соати дастӣ","这块～非常漂亮。","audio_files/手表.mp3","H2","3","0"
"330","手机","shǒujī","shouji","исм","телефони мобилӣ","你看，我新买了一个～。","audio_files/手机.mp3","H2","10","0"
"331","说话","shuōhuà","shuohua","феъл","гап задан, гуфтугӯ кардан","他们在～。","audio_files/说话.mp3","H2","6","0"
"332","送","sòng","song","феъл","тақдим кардан","我～你一本书。","audio_files/送.mp3","H2","3","0"
